,imdb_id,original_title,overview,poster_path,release_date,_id
17,tt0113101,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,1995-12-09,17
18,tt0112281,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,1995-11-10,18
19,tt0113845,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.",/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,1995-11-21,19
20,tt0113161,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,1995-10-20,20
21,tt0112722,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,1995-10-27,21
22,tt0112401,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,1995-10-06,22
23,tt0114168,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,1995-10-27,23
24,tt0113627,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,1995-10-27,24
25,tt0114057,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,1995-12-15,25
26,tt0114011,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,1995-10-20,26
27,tt0114117,Persuasion,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",/si8911IezMvAnQFDvyg1nKzDlD.jpg,1995-09-27,27
30,tt0112792,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,1995-08-11,28
31,tt0114746,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,1995-12-29,29
33,tt0112431,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.",/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,1995-07-18,30
34,tt0112637,Carrington,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.",/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,1995-11-08,31
35,tt0112818,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,1995-12-29,32
36,tt0112286,Across the Sea of Time,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",/lKOAyy098yjoot8cutYsStVO1WS.jpg,1995-10-20,33
37,tt0113442,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,1995-11-17,34
38,tt0112697,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,1995-07-19,35
39,tt0112749,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,1995-12-15,36
40,tt0114279,Richard III,Shakespeare's Play transplanted into a 1930s setting.,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,1995-12-29,37
41,tt0112819,Dead Presidents,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,1995-10-06,38
42,tt0114272,Restoration,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,1995-12-29,39
43,tt0113855,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,1995-08-18,40
44,tt0114681,To Die For,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",/zCREx8trzejNieDLUsRuwLU0cS3.jpg,1995-05-20,41
45,tt0113347,How To Make An American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,1995-10-06,42
46,tt0114369,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,1995-09-22,43
47,tt0114148,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,1995-06-14,44
48,tt0114916,When Night Is Falling,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.",/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,1995-05-05,45
49,tt0114814,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,1995-07-19,46
50,tt0109950,Guardian Angel,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,1994-11-22,47
51,tt0113819,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,1995-09-13,48
53,tt0112499,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,1995-09-29,49
54,tt0113158,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,1995-05-19,50
55,tt0113541,Kids of the Round Table,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,1997-07-08,51
56,tt0113321,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,1995-11-02,52
59,tt0113419,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,1995-07-14,53
60,tt0116260,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996-01-12,54
61,tt0113862,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,1995-12-29,55
62,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,1996-01-12,56
63,tt0118002,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,1996-01-12,57
64,tt0115683,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,1996-01-12,58
65,tt0116839,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,1996-01-12,59
66,tt0114753,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,1995-10-22,60
68,tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,1995-04-26,61
69,tt0116367,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,1996-01-19,62
70,tt0113010,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,1995-11-03,63
71,tt0113537,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,1995-10-06,64
73,tt0115644,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,1996-01-26,65
74,tt0115676,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,1996-01-26,66
75,tt0114367,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,1995-09-08,67
76,tt0113973,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",/tuIDKBp92R4tGFOB46MofvakfiY.jpg,1995-02-18,68
77,tt0112744,The Crossing Guard,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,1995-11-15,69
78,tt0116731,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,1996-02-02,70
80,tt0114660,Things to Do in Denver When You're Dead,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,1995-12-01,71
82,tt0114039,Once Upon a Time... When We Were Colored,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",/tsJSlkFSZPQhhVuKrYJXNClYaPD.jpg,1996-01-26,72
83,tt0113612,Last Summer in the Hamptons,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",/pfgpkDNcwSi1x4jVzeLqvxTwX5a.jpg,1995-11-22,73
84,tt0112365,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg,1995-09-10,74
85,tt0118158,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,/3a5nomeyzJF4gG26HouCtce99ki.jpg,1996-02-02,75
86,tt0116151,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,1996-01-12,76
87,tt0115697,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,1996-02-01,77
88,tt0113972,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,1995-11-22,78
89,tt0113490,The Journey of August King,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",/hT5CF2RJPAVi9TE4iKxGYAufY4J.jpg,1995-09-14,79
90,tt0117002,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",/Oesh4pN5J2ing4flkgkiVdxILP.jpg,1996-02-23,80
91,tt0114825,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,1995-10-26,81
92,tt0115639,Beautiful Girls,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,1996-02-09,82
